description,start_time,end_time,transcript
Meeting,91,1120," Yes. like yes yes yes yes yes uh aubergine for example and then you have mushrooms you have bacon that's it right right okay we're here we're good let's go let's go let's go let's go where is that oh my god you spend more time preparing the presentation than i spent can you take my ears off I do. It should be alright. No, it's off. No, hang on, wait, wait, wait. Castle. It's off. Castle. That's what you make for. It has people wearing cameras, look! That's also nice. So now you have to decide, right? Is this on? That's fine. I think this is generated by AI. Oh yeah, well some variation. Okay! Let's wait a second. My camera is in the way. Your time and date is also completely messed up. Oh, my time and date is messed up anyway. Oh, we were supposed to fix that. It didn't give me an option. Yeah, well, this is why we have the other dock. And also, now it's locked. Yeah, it didn't offer me the option to check it."
Using Laptop,1120,903," V3C2 data set. Plus we had the Marina video kit. I'm not sure if somebody of you knows how much hours are there, but I think tens or I think it was 1450 slide and again as much in the second slice. Is it 40? 14. 14. We're up to about 30ish with the addition that comes in this one. So this is the next, the final one here in 2025. We will have the MVK2 with this amount and then we have the full V3C collection with overall 3,801 hours. And we also have the medical data set, the laparoscopic hysterectomy with 100 hours. And yeah, think would be a great challenge in one month roughly so we may have in 2026 a lifestyle challenge as part of this right right right exactly so that could be another part for the vps where we look into these videos 400 hours 500 600 hours of content Right? That was. That? Hi, over the last four. 400 hours, right? Not quite as much. Fixed cameras as well, right? Yeah, sure, but it's only about, well, we'll go into the numbers in a bit. So that would be very nice challenges as well. And yeah, I think finally to conclude my part of the presentation, I think what we saw at the VPS is that currently all systems use state-of-the-art technologies like Clip and Blip and so on. But also there is some consistency within teams that the same team with different users performs similarly, which is good, I think. And the user interface interface is very important I think this is also a very unique aspect of the VPS it's not only let's say that the system behind but a lot is by the user interface and how you provide interaction possibilities. I feel nice to have kept the video browser. Yes, exactly. I think it's quite important. Exactly. Right, so that's it. So thank you very much. May I just short advertisement break in this point? If you think VBS is a cool thing to do and you haven't volunteered any judges from your team for E25, please let me know. Lin's going. Volunteer! Yeah, we'll be the ones here. You don't need to be there actually, judges can be remote as well. But if you're there, I'm going to let you in. You're going too? We can do it remotely, but what time? It's actually quite convenient for European time, because it's afternoon, so it gets into the morning in the morning. We can do it remotely. Andy, I will talk to Andy. He could be a good judge. Check with him and let me know. Okay, let's keep going. Remind me to remind Klaus to remind me to remind Klaus. I want to follow up with a short few slides about the LifeLock search challenge motivated by Gordon Bell's work on MyLifeBits. So Gordon Bell built a lifetime store and was built inside of a database. You could query through a nice interface. We want to take this into the community as well so over the past decade or so we've run a number of different challenges at NTCAR in Japan and Image Clay in Europe and one we're going to talk about today is the LSE Lifeblood Search Challenge kind of well really motivated by the video browser showdown challenge which was so successful and we're going to talk about that terms of growth, we started off with six teams in Yokohama in 2018, and most recently we had 21 participants in the most recent LifeLog Search Challenge, which took place just a couple of months ago in Phuket in Thailand. They're anchoring everything. So, LifeLog Day... A couple months ago is stretching into French territory, where you have the husband and the wife and the husband's mistress. It's a happy family. Yeah, exactly. Five months ago now. The dataset we have is not quite as large as the 3800 and one hour BBS dataset. It is an 18-month dataset from one person, an anonymous person. It contains wearable camera data from fixed image sequence wearable cameras, concept detectors, stuff like that. It contains some real camera phone photographs as well. Matched biometrics from monitors, heart rate sensors, et cetera, and watches. We did a bit of information access, but that's really problematic for privacy concerns and then activity detection annotations as well. So those datasets become reasonably large I think we ran to around about a million images give or take in these kind of datasets I really can't remember now 780,000 or something and we tend to look for images as answers, answers as answers to queries and they're the typical units of retrieval. So it's quite challenging, especially because you have to do anonymization. And with video data that's openly available online, you download the videos. With LifeLog data, you have all kinds of challenges related to faces and content on screens and phone content as you're using your phone, because this inevitably gets captured. So you have to come up a process where the LifeLog reviews and cleans their data. They share it with our researchers in the university. The researcher then checks to make sure that things are okay. And we resize all content to make sure text isn't necessarily legible. We then anonymize anyway the screens and the faces, and then we review it again and release the datasets. It takes quite a long time to do that, but then we even with that have strict access controls. If you sign up to use a lifeline dataset, you sign up to rules that says we can ask you to delete any image and you must do it, or delete the whole dataset. We haven't had to do that, but that's in there. Okay, so to have queries just as VBS has spoken about, we have known item, ad hoc, and Q&A queries. Known item queries"
Leisure Activities,903,2561," That's something like the sound of Hallelujah. So, see? That's G, that's C. Let me see this side. This one, this one, and this one. Yeah, this side. This is all I'm talking about. Okay, can I put it on? Do we have it in the garage a reaction? Oh, yeah. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. We can. very much. I don't know why. Ah, they were... I think they called it a bit of a... They might. They were here. I think they were not meeting also. I think they were in the back. Well, only coming up if you found the things that should be there. Yeah. But... E. Is that good? Yeah. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. E. drum. Yeah. Before it sounded like a chainsaw. How do you do, uh, F as well? Yeah, but is it easy at once? Oh, yes, I'll do a little happy. What do you do? Do a sweet dance around the house. Yeah, exactly. Yeah, I'll do it. I, I, I am afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. I'm afraid that there's going to be a lot of that when I'm done with this. Thank you.. But then you have things like Luca places here at one corner and it stays there for about a day. So that's a change you might want to... if you think of it as an industrial setting, that's a change. If someone puts a pile of stuff there, that's what you want. So I'll do a Christmas tree. Ooh! Christmas tree? Where are we taking the Christmas tree? Yeah, right. Rappelgabri. Nice! Let's go! Rappelgab cooking. I'll do all the cooking. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes new piece of furniture, you want to learn, okay, this is now there, and this is done, and you can do this every day. I'm really sorry. I'm sorry. I really thought it was still not good enough. That sounds nice. Look, she can play guitar. No, I can't. You're playing? Yes. There's only two people who can play guitar. She's playing the piano. Oh, she can play the piano really well. No, I can't. She's like, I don't know. I don't know. Really good. Really good. Really good. Really good. That's not the title. The river runs through it. The river runs through it. The river runs through it. That's a perfect title. Yeah. Yeah. Yeah. Yeah. I mean, there's a lot of people who are coding things like barter splats. So you basically have to have those as a... Because there's a problem with having that kind of data as well. You get the data, and you have to have it. That's the's great. Well, it's really interesting. I think it's a good approach to make a nurse. A nurse will learn through your network. You might have your own experience. You basically do a point job. So you can give a job to tell Andrew who will probably need to do the most of the work. I picked a portion around the point. And then you alert the barometers so that you can start the sources that you have. So you get a bigger card. And then you can put this card in the card for weeks. With another castle. I just need a for weeks. With the lovely castle? From the castle. Malaheis. Malaheis is a lot more expensive. It was like 8,000 euros for a castle. Malaheis, by the way. You have to ride the entire castle to go. You have to take over by this path. Here it's great. Nothing is visible. It's just a... Change it to cattle bridge. And then we go to the farmhouse. Cattle, 25. They can play some happy ballad. Okay, there it comes. Just check it out. We can have a roll around. I think you need a set for a human-cow interaction. This is where it's like... To be fair, it will probably be the only video they can set for a human-cow interaction. Oh, this is great. To be fair, it will probably be the only video they've set for a human-cow interaction. So that sounds like a good idea. Yeah, it does......... Take this flower. It's a little bit more"
Leisure Activities,2561,2565,
Leisure Activities,2565,2566,
Leisure Activities,2566,2567,
Leisure Activities,2567,2755," Looks horrible. I'll get bathroom. Here, try some of these. Come on, I got it. Very alcoholic. Act a lot. I'm taking my five minutes out. Check my mail. So what are you painting, Ali? What are you painting? Uh... Yes. The instructions for this. You can reverse the instructions by looking at what I'm doing. That has to be slow. Now, take that. And then we will check it later. So this is a very simple cookie dough recipe. It's essentially 500 grams of flour, 250 grams of water, 250 grams of sugar. There's lemon and vanilla. Where is the a red star? Oh, there's a red star. Okay. Okay. Um, then it's lemon zest. So, zest. Lemon and lime. Lemon and lime. Lemon. Lemon and lime. You don't have lime have lime? That's not a side. I don't think you don't do lime, Dave. Yeah, I probably do. Really? I mean... It's a bit... How many people? Actually, you're right I mean, is this..."
Walking,2755,2769," Super. Takk for ating med. Honestly, we... You join with us. We'll record it. It's cool. No worries."
"The most fitting category for this segment is **Leisure Activities**. 

While there's a glimpse of people gathered around a dining table in the background, the primary focus and action within the frame is a person wearing a headset and appearing to be engaged in some form of virtual reality or gaming experience, which falls under leisure activities.",2769,2810," Super. Takk for ating med. Honestly, we... You join with us. We'll record it. It's cool. No worries."
Leisure Activities,2810,451, Not practice.
The image shows a person vacuuming a living room. This activity falls under the category of **Cleaning**.,451,453," It's from the Al I don't know. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. T Det er en kvarter som er på stedet for å stå på stedet. Det er en kvarter som er på stedet for å stå på stedet. Det er en kvarter som er på st careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Thank you. Wow. Okay. I think we should throw everything away. I think we should throw everything away. We have so much food. should be okay, but otherwise it was contaminated. That is not the answer."
Cleaning,453,454," It's from the Al I don't know. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. T Det er en kvarter som er på stedet for å stå på stedet. Det er en kvarter som er på stedet for å stå på stedet. Det er en kvarter som er på st careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Thank you. Wow. Okay. I think we should throw everything away. I think we should throw everything away. We have so much food. should be okay, but otherwise it was contaminated. That is not the answer."
Leisure Activities,454,2258," It's from the Al I don't know. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. Tämä on takaisinvastainen. T Det er en kvarter som er på stedet for å stå på stedet. Det er en kvarter som er på stedet for å stå på stedet. Det er en kvarter som er på st careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Be careful. Thank you. Wow. Okay. I think we should throw everything away. I think we should throw everything away. We have so much food. should be okay, but otherwise it was contaminated. That is not the answer."
Watching TV,2258,351," like some of these I don't know what people do there. I was looking through the window and I was looking. What are they doing? Some stocks go up and down, or they go up and down, or they go up and down. I'm on a date. I'm on a date. I'm on a date. I'm on a date. What's the difference between voice raised in Bitcoin? Yeah, that's right. Or, we mean stocks in here. We mean stocks in here. Yeah, and stocks still have some You see, as of you know, some companies that does something or does something else. Back in 2009, I was big company buddy. I don the movie. Yeah,? I watched the video."
Leisure Activities,351,356," This must be distinctly understood, or nothing wonderful can come out of this story."
Using Laptop,356,358, And the interaction.
Sitting,358,2617, I'm perfectly convinced that Hamlet's father died before the play began.
Leisure Activities,2617,3259," This person gave a name. Thank you. Because we take these beer glasses, we are going to grab water every two minutes. I thought this must be more. Hey. Oh, you have a great shot. Yeah. It's not a good light. Very well. Good thing I got not like we're working now. The weather here is nice."
Sitting,3259,549," And also same on this side. Yeah. I just came here, but in theory, we don't always come to a discussion. Yes."
Leisure Activities,549,692," Session oh you Just sit wherever you want. OK. OK. So I'm going to sit behind you. OK, Jake, sit. Sit, sit. Do you like that seat? Did you put all of us naked? I don't like this chair. Where is this chair? Not a chair. Simon? It's done up here. I'm going to sit somewhere else. Yes. And it should be somewhere else as well. I have no choice. He sat on my old spot. There you go. There you go. I'm going to you go. Would you like some water? I can't. You can just give me the And you can just put this next to you. Then we have a different view and something interesting in the camera cheers"
Eating,692,2606," so we're randomizing seating assignments. I noticed. Wow, that looks nice. But you are okay to sit in the same place that you always have to. We will need something to distribute the results. We can either fight Ali or... Fair enough. I also decided that I probably had no chance against Young. You're a tall guy. You're young. I'm not choosing violence. So... You can decide, guys. Poker. Are there any ladles? You have to figure out what's the best seed. Ah, there's one ladle. Or the other one. Last one. like you can put it just straight on there Take this below. Thank you. Everyone has to choose. I have to wear this to 10. Perfect. Yeah. Oh my god. That's the next best thing in terms of life. Is that the one we brought in? Yeah. Well, that's fine. I have no idea. I mean, we can... This,... I was afraid 15 minutes in my room. You are not blinking by the way. You're not recording. Is that on purpose? No, I don't know. I actually wanted to record. Alright. You may be accidentally swipingiping, you should photo-move, because now it's still Milan, so I think you're taking pictures. Can I start there? Yes, you're in photo-move. Aha. Are we not distributing? I mean, until people come. Werner has given us permission. Everybody except for Kachel. I know there's somebody else missing. I'm in. Kachel is missing. Did I miscount them? Kachel is missing. I called called the chef. Sorry, I missed the camera. He's helping. Can we randomize the seats? Maybe it's the next day's for Florent. Not always the same. Not always the same. Different angles. Lucy, help yourselves. And this is for salad on top? You can ask the chef. Werner, the salad is garnished? Yeah, it's garnished. I mean it's supposed to be rocket only, but it's rocket mixed with spinach and some stuff. There was no pure rocket at the start. Yeah, exactly. And there is from a channeliano on top of it as well. Because we could get just rocket salad. That's a lot of cheese. Yeah, you get cheese. It's a lot of pasta cheese. I like parmigiano, so I wonder who would get, you know. Pasta cheese. Yeah, yeah, yeah. This is for me. Actually, it's my fault. I kind of regretted it and put it in the fridge. We could have forgotten about it. But cooking took so long, so it's probably better to put it in the fridge. There's no cheese in... Yeah, put as much as you want. Oh, there's no cheese in the fridge. So it's not just garnish, it's actually an ingredient. That would be a great excuse to put extra cheese. It's not pure, maybe vegan. Why are you asking such stupid questions? It should be in the... in the... you know... Modular. Werner is thinking about everything. Are you sure the rest of the risotto is vegan? Is there no butter in there? Yeah, there is butter. It was a vegan cow. I know, I know. Nobody has any restrictions. It was a vegan cow. And to verify that that's the case, Klaus and John went to visit them. And talked to each one of them. Are you vegan? Cow was mmmm. And Ari he's also mmmm. Does he even have like a tiny allergy? No. Nothing? Such a healthy group. Okay. I guess Kalfa will join when he's done. Oh my god, let me close the can. Yeah let's go. I guess you see something or something. Oh, well, you haven't even taken anything yet. Yeah, no. I waited until people were in. Here, come eat. It's not that good. Let's see everybody else eat. I'm supposed to be here, in the back of my head. So that's's why I'm calling you knowing that you probably won't finish unless you're called three times."
Leisure Activities,2606,2754," Whoever needs me for some food cooking, let me know. What do we do? Das ist ein guter Kaffee. Do you want to go up there? What about here? Do you want to go up there? Yeah. Uh, Stefan? Mm-hmm? Before you were three, there was a very sensible, sensible, sensible hour that"
Talking,2754,3009," I don't know. Now I'm doing this box, box. This is also a... Yeah, yeah, it's a box, a paper box. Can we do a... Okay. Yeah, come in, just come in. You can go in first. Let me wash my hands. You can wash my hands. You can wash my hands. Yeah, okay, come on, ready? Yeah. Yeah. Come on, yeah. Now I'm going to go straight in there. I'm going to happy quiz ready. I quiz. I need somebody to help me. Happy quiz. We should probably sit and do the Happy Fizz over here. Do you have a choice? Okay, ah, does it work? Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay have help? I brought it in. I brought it in. But I don't remember where. Anything that had been brought in? The camera? We might be okay. That's fine. We can get out of it. Yeah. Yeah. Yeah. Yeah. All right. I think I got this. I'm not doing it. I'm just talking to everybody. I'm making a call. I'm not talking to you. Yes. I'm just asking maybe you need a kiss. Yes. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like the coffee. I like cooking man. I like kitchen. That was a lot of cooking. I agree. There was some other things. I think we need a big cover. I want to do this one. I want to is your fault. That's right."
Leisure Activities,3009,3074," I'm sorry. The SD card has an X, an actual X on it. An X? It's the other way around. Actually no battery? No, the battery's OK. No, no, no, no, no, no, no. There's no battery in there. And your SD card is still green, which means you've been taking too many business calls. So my battery's fine then? OK. No, it's just not showing anything on the battery. It has no battery in it. But it has an X on what looks like an SD card. No, it has the X over the battery because it has no battery. Ah, okay, fine, okay. Fantastic. Okay, who's up? Happy Chris. Happy Chris. Happy Chris. Happy Chris. Happy Chris. Let's go. Yes. Four people. Yay! I'll sit right here in front of everybody. And I assume somebody's's gonna bring coffee. Oh no, this is the quiz with the couple from every category. Yes, couple made the quiz with GPT stuff. So who are the people who take part in the happy quiz? 50 questions. Okay, so we have Anan, Florian, Floor, Flo, Tien."
Playing Games,3074,147," No, we need somebody to help me be the judge. If you judge. Everybody press the button. What's the capital of Ireland? Dublin. No you have to press the button before you answer. We're not playing team games. Playing team games is better. Team is better. Ok then, organise yourselves into teams. How's that noise? Team 1. What's the noise? I will join this team. I don't think so. I think we're guessing you're lying. I know all the answers. I know you know them all because I know he has knowledge about, I think pop-pop is a category, right? I was wondering if you could be on for all the time. Today? It's only two hours left. Okay, fine. Take a break. I think that's probably the case for the others as well. Yeah, yeah, fine. It's okay. We have only two hours left. Yeah, we take it. Or maybe you two, some of you were very thoughtful. We have to do the happy quiz, though. After this, we'll get the race and then... Okay. Just to tell you that... We need eight people. Oh, that's a good point. We need eight people. Happy quiz. Happy quiz one by one. We can't 8 people Ok focus focus focus Happy Quiz one person per team Yeah one person per team Alright alright No that's Ali Ali Get here Now let's go for the first round How How about them? No, maybe the second round. No, where are you going? You're here, take your questions and sit down. But you're asking questions already. Wait, so she knows the answer? Okay, Ali, house. Step on. Step on. Happy quiz. I have to finish something. Luca? Bow. Yeah, sure. Luca, okay. Sure, yeah. Then you can be a helper. Yeah, sure. You can be a helper then. How about you? Okay. What do you have to do? Sit there and grab the box. Let's get a practice round in. You practice round. Okay. I don't know things about things. Is he here? Yeah, he is. Okay, hang on. Luca has to be yellow. Ollong has to be red. Yeah. Florian has to be blue. Yes, sir. And Tien has to be green. We're going to have a practice to make sure we understand how this works. What's the name of the bar? Kios. Kios, not Kios. Kios. Kios. Kios. Let's try again. What color is the house? Yellow."
Leisure Activities,147,3057," I'm wrong, uno. I don't have anything. What is this? I'll get it, I'll get it, okay. Okay, let's start with Bjorn. I would say... It's your mission. It's your mission to stop them. Yeah. Uno. Good job. But he's Uno, you know. Uno. Good job! Uno. You blocked? Somebody have a reshuffle card? Block two. Okay. Yeah. Unfortunately, I have this one too. Wait, is that a good thing? I don't know. You can move over there. Uno. Okay. Thank you. I'm probably better off with you. Okay. I get it. I don't know. I don't know if that was the idea. Yeah. Much nicer color. Um, UNO. UNO. What is... UNO. Well, I wish I I could say uno, but instead I will say... A one? Uno? A one. Does he have a green card or a one? Nooooo! Oh, he has a green card! Yay! I have 40-something, so I'm not bad. Yeah. How did you get... I'm an 11. 21. No, that's a lose. How'd you count? I think for 3000. Yeah. But only like 8 though. If you don't skip me then I have nothing more to say. Have you counted them? Add the numbers. Add the numbers. This one and those two are 20. And these are... no, no, no. Sorry, 10, 20, 20. So I know where I'm going with this."
